,drug_id,drug_name,drug_group,target_id,target_name,target_symbol,target_organ
836,DB00157,NADH,"['approved', 'nutraceutical']",BE0000244,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",ALDH4A1,Humans
837,DB00157,NADH,"['approved', 'nutraceutical']",BE0000160,NADH-cytochrome b5 reductase 3,CYB5R3,Humans
838,DB00157,NADH,"['approved', 'nutraceutical']",BE0000541,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,NDUFA11,Humans
839,DB00157,NADH,"['approved', 'nutraceutical']",BE0000551,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,Humans
840,DB00157,NADH,"['approved', 'nutraceutical']",BE0000540,Dihydropteridine reductase,QDPR,Humans
841,DB00157,NADH,"['approved', 'nutraceutical']",BE0000503,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,Humans
842,DB00157,NADH,"['approved', 'nutraceutical']",BE0000008,"NAD(P) transhydrogenase, mitochondrial",NNT,Humans
843,DB00157,NADH,"['approved', 'nutraceutical']",BE0000473,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,Humans
844,DB00157,NADH,"['approved', 'nutraceutical']",BE0000305,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,Humans
845,DB00157,NADH,"['approved', 'nutraceutical']",BE0000272,NADH-ubiquinone oxidoreductase chain 4L,MT-ND4L,Humans
846,DB00157,NADH,"['approved', 'nutraceutical']",BE0000081,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUFA10,Humans
847,DB00157,NADH,"['approved', 'nutraceutical']",BE0000401,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUFA7,Humans
848,DB00157,NADH,"['approved', 'nutraceutical']",BE0000224,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,NDUFA1,Humans
849,DB00157,NADH,"['approved', 'nutraceutical']",BE0000348,NADH-ubiquinone oxidoreductase chain 6,MT-ND6,Humans
850,DB00157,NADH,"['approved', 'nutraceutical']",BE0000580,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,Humans
851,DB00157,NADH,"['approved', 'nutraceutical']",BE0000169,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4,NDUFA4,Humans
852,DB00157,NADH,"['approved', 'nutraceutical']",BE0000213,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUFA6,Humans
853,DB00157,NADH,"['approved', 'nutraceutical']",BE0000545,"Acyl carrier protein, mitochondrial",NDUFAB1,Humans
854,DB00157,NADH,"['approved', 'nutraceutical']",BE0000550,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,NDUFA2,Humans
855,DB00157,NADH,"['approved', 'nutraceutical']",BE0000367,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,Humans
856,DB00157,NADH,"['approved', 'nutraceutical']",BE0000684,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,NDUFA3,Humans
857,DB00157,NADH,"['approved', 'nutraceutical']",BE0000676,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUFB8,Humans
858,DB00157,NADH,"['approved', 'nutraceutical']",BE0000173,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUFC2,Humans
859,DB00157,NADH,"['approved', 'nutraceutical']",BE0000338,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,NDUFB1,Humans
860,DB00157,NADH,"['approved', 'nutraceutical']",BE0000493,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,Humans
861,DB00157,NADH,"['approved', 'nutraceutical']",BE0000245,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,Humans
862,DB00157,NADH,"['approved', 'nutraceutical']",BE0000295,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,Humans
863,DB00157,NADH,"['approved', 'nutraceutical']",BE0000284,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,NDUFB3,Humans
864,DB00157,NADH,"['approved', 'nutraceutical']",BE0000427,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",NDUFB2,Humans
865,DB00157,NADH,"['approved', 'nutraceutical']",BE0000512,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUFB7,Humans
866,DB00157,NADH,"['approved', 'nutraceutical']",BE0000596,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,Humans
867,DB00157,NADH,"['approved', 'nutraceutical']",BE0000729,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",NDUFS2,Humans
868,DB00157,NADH,"['approved', 'nutraceutical']",BE0000243,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",NDUFB5,Humans
869,DB00157,NADH,"['approved', 'nutraceutical']",BE0000313,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",NDUFC1,Humans
870,DB00157,NADH,"['approved', 'nutraceutical']",BE0000376,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,Humans
871,DB00157,NADH,"['approved', 'nutraceutical']",BE0000027,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUFV3,Humans
872,DB00157,NADH,"['approved', 'nutraceutical']",BE0000737,"Dihydrolipoyl dehydrogenase, mitochondrial",DLD,Humans
873,DB00157,NADH,"['approved', 'nutraceutical']",BE0000191,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",NDUFS3,Humans
874,DB00157,NADH,"['approved', 'nutraceutical']",BE0000648,"Glutathione reductase, mitochondrial",GSR,Humans
875,DB00157,NADH,"['approved', 'nutraceutical']",BE0000754,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,NDUFA12,Humans
876,DB00157,NADH,"['approved', 'nutraceutical']",BE0000089,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,NDUFS5,Humans
877,DB00157,NADH,"['approved', 'nutraceutical']",BE0000500,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUFS4,Humans
878,DB00157,NADH,"['approved', 'nutraceutical']",BE0000485,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,Humans
879,DB00157,NADH,"['approved', 'nutraceutical']",BE0000137,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",NDUFV2,Humans
880,DB00157,NADH,"['approved', 'nutraceutical']",BE0000525,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,Humans
881,DB00157,NADH,"['approved', 'nutraceutical']",BE0000569,Cysteine dioxygenase type 1,CDO1,Humans
882,DB00157,NADH,"['approved', 'nutraceutical']",BE0000093,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUFS6,Humans
883,DB00157,NADH,"['approved', 'nutraceutical']",BE0000319,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2,NDUFA4L2,Humans
884,DB00157,NADH,"['approved', 'nutraceutical']",BE0000037,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,Humans
885,DB00157,NADH,"['approved', 'nutraceutical']",BE0000421,Cytochrome P450 4A11,CYP4A11,Humans
886,DB00157,NADH,"['approved', 'nutraceutical']",BE0000065,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT,Humans
887,DB00157,NADH,"['approved', 'nutraceutical']",BE0000010,"Aminomethyltransferase, mitochondrial",AMT,Humans
888,DB00157,NADH,"['approved', 'nutraceutical']",BE0000096,Methylsterol monooxygenase 1,MSMO1,Humans
889,DB00157,NADH,"['approved', 'nutraceutical']",BE0000735,Heme oxygenase 1,HMOX1,Humans
890,DB00157,NADH,"['approved', 'nutraceutical']",BE0000587,Heme oxygenase 2,HMOX2,Humans
891,DB00157,NADH,"['approved', 'nutraceutical']",BE0000344,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,Humans
892,DB00157,NADH,"['approved', 'nutraceutical']",BE0000252,Tyrosinase,TYR,Humans
893,DB00158,Folic acid,"['approved', 'nutraceutical', 'vet_approved']",BE0000652,Folate receptor gamma,FOLR3,Humans
894,DB00158,Folic acid,"['approved', 'nutraceutical', 'vet_approved']",BE0000271,Folate receptor beta,FOLR2,Humans
895,DB00158,Folic acid,"['approved', 'nutraceutical', 'vet_approved']",BE0003405,Folate receptor alpha,FOLR1,Humans
896,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000262,Prostaglandin G/H synthase 2,PTGS2,Humans
897,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000017,Prostaglandin G/H synthase 1,PTGS1,Humans
898,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000215,Peroxisome proliferator-activated receptor gamma,PPARG,Humans
899,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0001007,Peroxisome proliferator-activated receptor delta,PPARD,Humans
900,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000688,Free fatty acid receptor 1,FFAR1,Humans
901,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000986,Sodium/calcium exchanger 1,SLC8A1,Humans
902,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0001821,"Fatty acid-binding protein, brain",FABP7,Humans
903,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000888,Fatty acid desaturase 1,FADS1,Humans
904,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000996,Long-chain-fatty-acid--CoA ligase 4,ACSL4,Humans
905,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0001023,Transient receptor potential cation channel subfamily V member 1,TRPV1,Humans
906,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000071,Peroxisome proliferator-activated receptor alpha,PPARA,Humans
907,DB00159,Icosapent,"['approved', 'nutraceutical']",BE0000248,Arachidonate 5-lipoxygenase,ALOX5,Humans
908,DB00160,Alanine,['nutraceutical'],BE0000316,Serine--pyruvate aminotransferase,AGXT,Humans
909,DB00160,Alanine,['nutraceutical'],BE0000667,Alanine aminotransferase 1,GPT,Humans
910,DB00160,Alanine,['nutraceutical'],BE0000151,"Cysteine desulfurase, mitochondrial",NFS1,Humans
911,DB00160,Alanine,['nutraceutical'],BE0000536,Proton-coupled amino acid transporter 1,SLC36A1,Humans
912,DB00160,Alanine,['nutraceutical'],BE0000789,Large neutral amino acids transporter small subunit 2,SLC7A8,Humans
913,DB00160,Alanine,['nutraceutical'],BE0000102,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,Humans
914,DB00160,Alanine,['nutraceutical'],BE0000294,"Alanine--tRNA ligase, cytoplasmic",AARS,Humans
915,DB00160,Alanine,['nutraceutical'],BE0000480,Neutral amino acid transporter A,SLC1A4,Humans
916,DB00160,Alanine,['nutraceutical'],BE0000253,"4-aminobutyrate aminotransferase, mitochondrial",ABAT,Humans
917,DB00160,Alanine,['nutraceutical'],BE0000392,Kynureninase,KYNU,Humans
918,DB00160,Alanine,['nutraceutical'],BE0002318,"Alanine--tRNA ligase, mitochondrial",AARS2,Humans
919,DB00160,Alanine,['nutraceutical'],BE0002164,5-phosphohydroxy-L-lysine phospho-lyase,PHYKPL,Humans
920,DB00160,Alanine,['nutraceutical'],BE0002166,Alanine aminotransferase 2,GPT2,Humans
921,DB00161,Valine,"['approved', 'nutraceutical']",BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial",PCCB,Humans
922,DB00161,Valine,"['approved', 'nutraceutical']",BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,Humans
923,DB00161,Valine,"['approved', 'nutraceutical']",BE0000223,Valine--tRNA ligase,VARS,Humans
924,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0005056,Apolipoprotein D,APOD,Humans
925,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0009878,Prostaglandin-H2 D-isomerase,PTGDS,Humans
926,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000726,Retinol dehydrogenase 12,RDH12,Humans
927,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000570,11-cis retinol dehydrogenase,RDH5,Humans
928,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000593,Retinol dehydrogenase 13,RDH13,Humans
929,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000513,Retinal dehydrogenase 2,ALDH1A2,Humans
930,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000554,Retinal dehydrogenase 1,ALDH1A1,Humans
931,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000900,Lecithin retinol acyltransferase,LRAT,Humans
932,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0002319,Short-chain dehydrogenase/reductase 3,DHRS3,Humans
933,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000583,Aldehyde dehydrogenase family 1 member A3,ALDH1A3,Humans
934,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0002320,"All-trans-retinol 13,14-reductase",RETSAT,Humans
935,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0002321,Retinol dehydrogenase 11,RDH11,Humans
936,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0000032,Dehydrogenase/reductase SDR family member 4,DHRS4,Humans
937,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0002322,Retinol dehydrogenase 14,RDH14,Humans
938,DB00162,Vitamin A,"['approved', 'nutraceutical', 'vet_approved']",BE0002323,Retinol dehydrogenase 8,RDH8,Humans
939,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0000076,SEC14-like protein 4,SEC14L4,Humans
940,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0000339,SEC14-like protein 3,SEC14L3,Humans
941,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0000256,SEC14-like protein 2,SEC14L2,Humans
942,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0000956,Nuclear receptor subfamily 1 group I member 2,NR1I2,Humans
943,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0000872,Protein kinase C beta type,PRKCB,Humans
944,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0000248,Arachidonate 5-lipoxygenase,ALOX5,Humans
945,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0001132,Protein kinase C alpha type,PRKCA,Humans
946,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0002324,Diacylglycerol kinase alpha,DGKA,Humans
947,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0002325,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CB,Humans
948,DB00163,Vitamin E,"['approved', 'nutraceutical', 'vet_approved']",BE0002326,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,Humans
949,DB00165,Pyridoxine,"['approved', 'investigational', 'nutraceutical', 'vet_approved']",BE0000042,Pyridoxal kinase,PDXK,Humans
950,DB00166,Lipoic acid,"['approved', 'investigational', 'nutraceutical']",BE0000040,"Lipoyltransferase 1, mitochondrial",LIPT1,Humans
951,DB00166,Lipoic acid,"['approved', 'investigational', 'nutraceutical']",BE0000094,Sodium-dependent multivitamin transporter,SLC5A6,Humans
952,DB00166,Lipoic acid,"['approved', 'investigational', 'nutraceutical']",BE0002327,"Lipoyl synthase, mitochondrial",LIAS,Humans
953,DB00167,Isoleucine,"['investigational', 'nutraceutical']",BE0000573,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,Humans
954,DB00167,Isoleucine,"['investigational', 'nutraceutical']",BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,Humans
955,DB00167,Isoleucine,"['investigational', 'nutraceutical']",BE0000721,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,Humans
956,DB00167,Isoleucine,"['investigational', 'nutraceutical']",BE0000491,"Isoleucine--tRNA ligase, cytoplasmic",IARS,Humans
957,DB00167,Isoleucine,"['investigational', 'nutraceutical']",BE0002328,"Isoleucine--tRNA ligase, mitochondrial",IARS2,Humans
958,DB00168,Aspartame,"['investigational', 'nutraceutical']",BE0000582,Taste receptor type 1 member 3,TAS1R3,Humans
959,DB00168,Aspartame,"['investigational', 'nutraceutical']",BE0000395,Taste receptor type 1 member 2,TAS1R2,Humans
960,DB00168,Aspartame,"['investigational', 'nutraceutical']",BE0001023,Transient receptor potential cation channel subfamily V member 1,TRPV1,Humans
961,DB00169,Cholecalciferol,"['approved', 'nutraceutical']",BE0000779,Vitamin D3 receptor,VDR,Humans
962,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000403,Vitamin K-dependent gamma-carboxylase,GGCX,Humans
963,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000713,Vitamin K epoxide reductase complex subunit 1,VKORC1,Humans
964,DB00170,Menadione,"['approved', 'nutraceutical']",BE0002329,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,Humans
965,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000048,Prothrombin,F2,Humans
966,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000364,Coagulation factor IX,F9,Humans
967,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000380,Vitamin K-dependent protein C,PROC,Humans
968,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000943,Vitamin K-dependent protein S,PROS1,Humans
969,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000220,Ribosyldihydronicotinamide dehydrogenase [quinone],NQO2,Humans
970,DB00170,Menadione,"['approved', 'nutraceutical']",BE0001184,NAD(P)H dehydrogenase [quinone] 1,NQO1,Humans
971,DB00170,Menadione,"['approved', 'nutraceutical']",BE0000724,Osteocalcin,BGLAP,Humans
972,DB00171,ATP,"['investigational', 'nutraceutical']",BE0003640,Multidrug resistance-associated protein 6,ABCC6,Humans
973,DB00171,ATP,"['investigational', 'nutraceutical']",BE0001188,Multidrug resistance-associated protein 4,ABCC4,Humans
974,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000785,Multidrug resistance-associated protein 1,ABCC1,Humans
975,DB00171,ATP,"['investigational', 'nutraceutical']",BE0001195,Cystic fibrosis transmembrane conductance regulator,CFTR,Humans
976,DB00171,ATP,"['investigational', 'nutraceutical']",BE0002379,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,Humans
977,DB00171,ATP,"['investigational', 'nutraceutical']",BE0001209,Casein kinase II subunit alpha,CSNK2A1,Humans
978,DB00171,ATP,"['investigational', 'nutraceutical']",BE0005435,Casein kinase II subunit beta,CSNK2B,Humans
979,DB00171,ATP,"['investigational', 'nutraceutical']",BE0005499,P2Y purinoceptor 11,P2RY11,Humans
980,DB00171,ATP,"['investigational', 'nutraceutical']",BE0003160,Serine/threonine-protein phosphatase 5,PPP5C,Humans
981,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000435,Abelson tyrosine-protein kinase 2,ABL2,Humans
982,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000119,ATP-binding cassette sub-family A member 1,ABCA1,Humans
983,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000350,"Acetyl-coenzyme A synthetase, cytoplasmic",ACSS2,Humans
984,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000359,ALK tyrosine kinase receptor,ALK,Humans
985,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000202,NEDD8-activating enzyme E1 regulatory subunit,NAE1,Humans
986,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000677,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Humans
987,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000434,Serine/threonine-protein kinase A-Raf,ARAF,Humans
988,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000459,Serine/threonine-protein kinase receptor R3,ACVRL1,Humans
989,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000639,Long-chain-fatty-acid--CoA ligase 1,ACSL1,Humans
990,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000261,Cytosolic purine 5'-nucleotidase,NT5C2,Humans
991,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000750,ATPase ASNA1,ASNA1,Humans
992,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000469,ATP-binding cassette sub-family C member 9,ABCC9,Humans
993,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000428,RAC-alpha serine/threonine-protein kinase,AKT1,Humans
994,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000341,Beta-adrenergic receptor kinase 1,ADRBK1,Humans
995,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000310,Apoptotic protease-activating factor 1,APAF1,Humans
996,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000746,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACSS1,Humans
997,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000665,Activin receptor type-1B,ACVR1B,Humans
998,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000264,Activin receptor type-1,ACVR1,Humans
999,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000703,Bile salt export pump,ABCB11,Humans
1000,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000219,Asparagine synthetase [glutamine-hydrolyzing],ASNS,Humans
1001,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000437,Cyclin-dependent kinase 15,CDK15,Humans
1002,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000599,ADP/ATP translocase 1,SLC25A4,Humans
1003,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000207,ATP-binding cassette sub-family C member 8,ABCC8,Humans
1004,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000671,Argininosuccinate synthase,ASS1,Humans
1005,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000139,AFG3-like protein 2,AFG3L2,Humans
1006,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000018,Beta-adrenergic receptor kinase 2,ADRBK2,Humans
1007,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000675,Anti-Muellerian hormone type-2 receptor,AMHR2,Humans
1008,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000772,Activated CDC42 kinase 1,TNK2,Humans
1009,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000014,Tyrosine-protein kinase ABL1,ABL1,Humans
1010,DB00171,ATP,"['investigational', 'nutraceutical']",BE0000269,Adenylate cyclase type 1,ADCY1,Humans
1011,DB00171,ATP,"['investigational', 'nutraceutical']",BE0001032,P-glycoprotein 1,ABCB1,Humans
1012,DB00171,ATP,"['investigational', 'nutraceutical']",BE0001168,ATP-binding cassette sub-family G member 1,ABCG1,Humans
1013,DB00171,ATP,"['investigational', 'nutraceutical']",BE0001069,Canalicular multispecific organic anion transporter 1,ABCC2,Humans
1014,DB00172,Proline,['nutraceutical'],BE0000225,"Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,Humans
1015,DB00172,Proline,['nutraceutical'],BE0000188,Bifunctional glutamate/proline--tRNA ligase,EPRS,Humans
1016,DB00172,Proline,['nutraceutical'],BE0000423,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),SLC6A14,Humans
1017,DB00172,Proline,['nutraceutical'],BE0000723,Sodium-dependent proline transporter,SLC6A7,Humans
1018,DB00172,Proline,['nutraceutical'],BE0000728,Pyrroline-5-carboxylate reductase 2,PYCR2,Humans
1019,DB00172,Proline,['nutraceutical'],BE0002253,Prolyl 4-hydroxylase subunit alpha-2,P4HA2,Humans
1020,DB00172,Proline,['nutraceutical'],BE0002330,"Proline dehydrogenase 1, mitochondrial",PRODH,Humans
1021,DB00172,Proline,['nutraceutical'],BE0002331,Peptidyl-prolyl cis-trans isomerase H,PPIH,Humans
1022,DB00172,Proline,['nutraceutical'],BE0002149,Proline synthase co-transcribed bacterial homolog protein,PROSC,Humans
1023,DB00172,Proline,['nutraceutical'],BE0000060,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,Humans
1024,DB00172,Proline,['nutraceutical'],BE0002332,Peptidyl-prolyl cis-trans isomerase B,PPIB,Humans
1025,DB00172,Proline,['nutraceutical'],BE0001399,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF,Humans
1026,DB00172,Proline,['nutraceutical'],BE0002333,Peptidyl-prolyl cis-trans isomerase C,PPIC,Humans
1027,DB00172,Proline,['nutraceutical'],BE0001014,Peptidyl-prolyl cis-trans isomerase A,PPIA,Humans
1028,DB00172,Proline,['nutraceutical'],BE0002334,Peptidyl-prolyl cis-trans isomerase G,PPIG,Humans
1029,DB00172,Proline,['nutraceutical'],BE0002202,Prolyl 3-hydroxylase 1,P3H1,Humans
1031,DB00172,Proline,['nutraceutical'],BE0002336,"Probable proline--tRNA ligase, mitochondrial",PARS2,Humans
1032,DB00172,Proline,['nutraceutical'],BE0002206,Prolyl 3-hydroxylase 2,P3H2,Humans
1034,DB00172,Proline,['nutraceutical'],BE0004615,Pyrroline-5-carboxylate reductase 3,PYCRL,Humans
1035,DB00172,Proline,['nutraceutical'],BE0002337,Trans-L-3-hydroxyproline dehydratase,L3HYPDH,Humans
1036,DB00173,Adenine,"['approved', 'nutraceutical']",BE0000115,Adenine phosphoribosyltransferase,APRT,Humans
1038,DB00173,Adenine,"['approved', 'nutraceutical']",BE0001128,S-methyl-5'-thioadenosine phosphorylase,MTAP,Humans
1040,DB00173,Adenine,"['approved', 'nutraceutical']",BE0000702,Acetyl-CoA carboxylase 2,ACACB,Humans
1041,DB00173,Adenine,"['approved', 'nutraceutical']",BE0003786,Low molecular weight phosphotyrosine protein phosphatase,ACP1,Humans
1043,DB00173,Adenine,"['approved', 'nutraceutical']",BE0002791,Peroxisomal trans-2-enoyl-CoA reductase,PECR,Humans
1046,DB00173,Adenine,"['approved', 'nutraceutical']",BE0004323,SRSF protein kinase 2,SRPK2,Humans
1048,DB00174,Asparagine,"['approved', 'investigational', 'nutraceutical']",BE0009976,Sodium-coupled neutral amino acid transporters,SLC38A1,Humans
1049,DB00174,Asparagine,"['approved', 'investigational', 'nutraceutical']",BE0000236,Neutral amino acid transporter B(0),SLC1A5,Humans
1050,DB00174,Asparagine,"['approved', 'investigational', 'nutraceutical']",BE0000219,Asparagine synthetase [glutamine-hydrolyzing],ASNS,Humans
1051,DB00174,Asparagine,"['approved', 'investigational', 'nutraceutical']",BE0000607,"Asparagine--tRNA ligase, cytoplasmic",NARS,Humans
1052,DB00174,Asparagine,"['approved', 'investigational', 'nutraceutical']",BE0002230,Isoaspartyl peptidase/L-asparaginase,ASRGL1,Humans
1053,DB00174,Asparagine,"['approved', 'investigational', 'nutraceutical']",BE0002338,"Probable asparagine--tRNA ligase, mitochondrial",NARS2,Humans
1054,DB00175,Pravastatin,['approved'],BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,Humans
1055,DB00175,Pravastatin,['approved'],BE0002366,Histone deacetylase 2,HDAC2,Humans
1056,DB00176,Fluvoxamine,"['approved', 'investigational']",BE0000749,Sodium-dependent serotonin transporter,SLC6A4,Humans
1057,DB00176,Fluvoxamine,"['approved', 'investigational']",BE0000090,Potassium voltage-gated channel subfamily H member 2,KCNH2,Humans
