,drug_name,drugbank_id,MeSH_id,DrugType,Class,Rheumatoid_Arthritis,Asthma,Multiple_sclerosis
404,1-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-4-METHYL-1H-INDOLE,DB07116,#N/A,['experimental'],0,0,0,0
405,1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,DB02008,#N/A,['experimental'],0,0,0,0
406,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",DB07515,#N/A,['experimental'],0,0,0,0
407,"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",DB07852,#N/A,['experimental'],0,0,0,0
408,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",DB07622,#N/A,['experimental'],0,0,0,0
409,1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE,DB08590,#N/A,['experimental'],0,0,0,0
410,"1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline",DB08555,#N/A,['experimental'],0,0,0,0
411,1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea,DB04336,C116318,['experimental'],0,0,0,0
412,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",DB03183,#N/A,['experimental'],0,0,0,0
413,1-(4-HEXYLPHENYL)PROP-2-EN-1-ONE,DB08085,#N/A,['experimental'],0,0,0,0
414,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,DB07983,#N/A,['experimental'],0,0,0,0
415,"1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",DB04469,#N/A,['experimental'],0,0,0,0
416,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",DB06896,#N/A,['experimental'],0,0,0,0
417,1-(4-thiophen-2-ylphenyl)methanamine,DB07259,#N/A,['experimental'],0,0,0,0
418,"1-(5-CHLORO-2,4-DIMETHOXYPHENYL)-3-(5-CYANOPYRAZIN-2-YL)UREA",DB07314,#N/A,['experimental'],0,0,0,0
419,1-(5-CHLORO-2-METHOXYPHENYL)-3-{6-[2-(DIMETHYLAMINO)-1-METHYLETHOXY]PYRAZIN-2-YL}UREA,DB07228,#N/A,['experimental'],0,0,0,0
420,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",DB06976,#N/A,['experimental'],0,0,0,0
421,1-(5-Tert-Butyl-2-Methyl-2h-Pyrazol-3-Yl)-3-(4-Chloro-Phenyl)-Urea,DB02277,#N/A,['experimental'],0,0,0,0
422,"1-(5-{2-[(1-methyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)amino]ethyl}-1,3-thiazol-2-yl)-3-[3-(trifluoromethyl)phenyl]urea",DB07362,#N/A,['experimental'],0,0,0,0
423,"1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE",DB07405,#N/A,['experimental'],0,0,0,0
424,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,DB08363,#N/A,['experimental'],0,0,0,0
425,"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",DB07061,#N/A,['experimental'],0,0,0,0
426,1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE,DB07897,#N/A,['experimental'],0,0,0,0
427,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,DB07593,#N/A,['experimental'],0,0,0,0
428,1-(adamantan-1-yl)-2-(1H-imidazol-1-yl)ethanone,DB07342,C532572,['experimental'],0,0,0,0
429,1-(biphenyl-4-ylmethyl)-1H-imidazole,DB08369,#N/A,['experimental'],0,0,0,0
430,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",DB06914,#N/A,['experimental'],0,0,0,0
431,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,DB02755,#N/A,['experimental'],0,0,0,0
432,1-ACETYL-2-CARBOXYPIPERIDINE,DB07384,#N/A,['experimental'],0,0,0,0
433,1-Acetyl-4-(4-{4-[(2-Ethoxyphenyl)Thio]-3-Nitrophenyl}Pyridin-2-Yl)Piperazine,DB02177,#N/A,['experimental'],0,0,0,0
434,1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,DB03267,#N/A,['experimental'],0,0,0,0
435,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,DB02603,#N/A,['experimental'],0,0,0,0
436,"1-Azepan-1-Yl-2-Phenyl-2-(4-Thioxo-1,4-Dihydro-Pyrazolo[3,4-D]Pyrimidin-5-Yl)Ethanone Adduct",DB02820,#N/A,['experimental'],0,0,0,0
437,"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",DB08063,#N/A,['experimental'],0,0,0,0
438,"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE",DB07701,#N/A,['experimental'],0,0,0,0
439,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,DB04140,#N/A,['experimental'],0,0,0,0
440,"1-Beta-Ribofuranosyl-1,3-Diazepinone",DB03185,#N/A,['experimental'],0,0,0,0
441,1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,DB07119,#N/A,['experimental'],0,0,0,0
442,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,DB06833,#N/A,['experimental'],0,0,0,0
443,1-DECYL-3-TRIFLUORO ETHYL-SN-GLYCERO-2-PHOSPHOMETHANOL,DB07836,#N/A,['experimental'],0,0,0,0
444,1-Deaza-Adenosine,DB04218,#N/A,['experimental'],0,0,0,0
445,1-Deoxy-1-Thio-Heptaethylene Glycol,DB02404,#N/A,['experimental'],0,0,0,0
446,1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,DB04544,#N/A,['experimental'],0,0,0,0
447,1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide,DB04013,#N/A,['experimental'],0,0,0,0
448,1-Dodecanol,DB06894,MESH:D007851,['experimental'],0,1,0,0
449,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,DB07400,#N/A,['experimental'],0,0,0,0
450,"1-Ethyl-Pyrrolidine-2,5-Dione",DB01902,#N/A,['experimental'],0,0,0,0
451,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,DB04771,#N/A,['experimental'],0,0,0,0
452,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,DB04772,#N/A,['experimental'],0,0,0,0
453,1-Guanidinium-7-Aminoheptane,DB03639,#N/A,['experimental'],0,0,0,0
454,1-Hydroxy-1-Thio-Glycerol,DB01684,#N/A,['experimental'],0,0,0,0
455,1-Hydroxy-2-Amino-3-Cyclohexylpropane,DB04387,#N/A,['experimental'],0,0,0,0
456,1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane,DB03706,#N/A,['experimental'],0,0,0,0
457,1-Hydroxyamine-2-Isobutylmalonic Acid,DB02326,#N/A,['experimental'],0,0,0,0
458,1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID,DB04800,#N/A,['experimental'],0,0,0,0
459,"1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE",DB07733,#N/A,['experimental'],0,0,0,0
460,"1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE",DB08213,#N/A,['experimental'],0,0,0,0
461,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",DB03968,#N/A,['experimental'],0,0,0,0
462,"1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide",DB03294,#N/A,['experimental'],0,0,0,0
463,1-Methylhistidine,DB04151,C028120,['experimental'],0,0,0,0
464,1-Methylimidazole,DB02671,C018100,['experimental'],0,0,0,0
465,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",DB04763,#N/A,['experimental'],0,0,0,0
466,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,DB03565,#N/A,['experimental'],0,0,0,0
467,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,DB08790,#N/A,['experimental'],0,0,0,0
468,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,DB03477,#N/A,['experimental'],0,0,0,0
469,"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",DB08035,#N/A,['experimental'],0,0,0,0
470,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",DB01809,#N/A,['experimental'],0,0,0,0
471,"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",DB03023,#N/A,['experimental'],0,0,0,0
472,1-Testosterone,DB01481,C520094,"['experimental', 'illicit', 'investigational']",0,0,0,0
473,"1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine",DB07692,#N/A,['experimental'],0,0,0,0
474,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",DB03663,#N/A,['experimental'],0,0,0,0
475,"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",DB08791,#N/A,['experimental'],0,0,0,0
476,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,DB06878,#N/A,['experimental'],0,0,0,0
477,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,DB06947,#N/A,['experimental'],0,0,0,0
478,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",DB08781,#N/A,['experimental'],0,0,0,0
479,"1-[(2S)-4-(5-phenyl-1H-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",DB08774,#N/A,['experimental'],0,0,0,0
480,"1-[(4S)-4-amino-5-(1,3-benzothiazol-2-yl)-5-oxopentyl]guanidine",DB08624,#N/A,['experimental'],0,0,0,0
481,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",DB06849,#N/A,['experimental'],0,0,0,0
482,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,DB06882,#N/A,['experimental'],0,0,0,0
483,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,DB06883,#N/A,['experimental'],0,0,0,0
484,1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,DB08024,#N/A,['experimental'],0,0,0,0
485,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,DB06869,#N/A,['experimental'],0,0,0,0
486,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",DB07652,#N/A,['experimental'],0,0,0,0
487,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",DB02628,#N/A,['experimental'],0,0,0,0
488,"1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL",DB07756,#N/A,['experimental'],0,0,0,0
489,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,DB07122,#N/A,['experimental'],0,0,0,0
490,"1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",DB08149,#N/A,['experimental'],0,0,0,0
491,"1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine",DB08148,#N/A,['experimental'],0,0,0,0
492,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",DB08750,#N/A,['experimental'],0,0,0,0
493,"1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE",DB08527,#N/A,['experimental'],0,0,0,0
494,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",DB03802,#N/A,['experimental'],0,0,0,0
495,1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA,DB08043,#N/A,['experimental'],0,0,0,0
496,1-[4-(hydroxymethyl)phenyl]guanidine,DB06900,#N/A,['experimental'],0,0,0,0
497,"1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea",DB07789,#N/A,['experimental'],0,0,0,0
498,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,DB07329,#N/A,['experimental'],0,0,0,0
499,1-[[(1E)-2-(4-CHLOROPHENYL)ETHENYL]SULFONYL]-4-[[1-(4-PYRIDINYL)-4-PIPERIDINYL]METHYL]PIPERAZINE,DB08746,#N/A,['experimental'],0,0,0,0
500,1-benzylimidazole,DB04581,C017062,['experimental'],0,0,0,0
501,1-biphenyl-2-ylmethanamine,DB07412,#N/A,['experimental'],0,0,0,0
502,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,DB06929,#N/A,['experimental'],0,0,0,0
503,"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",DB08053,#N/A,['experimental'],0,0,0,0
504,1-deoxy-1-methoxycarbamido-beta-D-glucopyranose,DB03657,#N/A,['experimental'],0,0,0,0
505,1-deoxymannojirimycin,DB03955,#N/A,['experimental'],0,0,0,0
506,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",DB06909,#N/A,['experimental'],0,0,0,0
507,1-hydroxy-2-isopropylguanidine,DB02143,#N/A,['experimental'],0,0,0,0
508,"1-methyl-3-naphthalen-2-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",DB08300,#N/A,['experimental'],0,0,0,0
509,"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",DB08355,#N/A,['experimental'],0,0,0,0
510,1-naphthaleneacetic acid,DB01750,C034182,['experimental'],0,1,0,0
511,"1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",DB08699,#N/A,['experimental'],0,0,0,0
512,"1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE",DB07785,#N/A,['experimental'],0,0,0,0
513,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",DB04685,#N/A,['experimental'],0,0,0,0
514,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,DB07132,#N/A,['experimental'],0,0,0,0
515,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,DB07974,#N/A,['experimental'],0,0,0,0
516,"1-{2-[2-(2-Methoxyethoxy)Ethoxy]Ethoxy}-4-(1,1,3,3-Tetramethylbutyl)Benzene",DB02080,#N/A,['experimental'],0,0,0,0
517,1-{3-oxo-3-[(2S)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1H)-one,DB08738,#N/A,['experimental'],0,0,0,0
518,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",DB04727,#N/A,['experimental'],0,0,0,0
519,"1-{5-[2-(thieno[3,2-d]pyrimidin-4-ylamino)ethyl]-1,3-thiazol-2-yl}-3-[3-(trifluoromethyl)phenyl]urea",DB07360,#N/A,['experimental'],0,0,0,0
520,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",DB07563,#N/A,['experimental'],0,0,0,0
521,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",DB07624,#N/A,['experimental'],0,0,0,0
522,1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID,DB08420,#N/A,['experimental'],0,0,0,0
523,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",DB06932,#N/A,['experimental'],0,0,0,0
524,"10-Propargyl-5,8-Dideazafolic Acid",DB03541,#N/A,['experimental'],0,0,0,0
525,"12-(2-hydroxyethyl)-2-(1-methylethoxy)-13,14-dihydronaphtho[2,1-a]pyrrolo[3,4-c]carbazol-5(12H)-one",DB08703,#N/A,['experimental'],0,0,0,0
526,12-Bromododecanoic Acid,DB02405,C034879,['experimental'],0,0,0,0
527,12-Hydroxydodecanoic Acid,DB03704,C031263,['experimental'],0,0,0,0
528,12-Phenylheme,DB02468,#N/A,['experimental'],0,0,0,0
529,13-Acetylphorbol,DB04376,#N/A,['experimental'],0,0,0,0
530,13-deoxydoxorubicin,DB05706,#N/A,['investigational'],0,0,0,0
531,"16,17-Androstene-3-Ol",DB01889,C026828,['experimental'],0,0,0,0
532,16-Bromoepiandrosterone,DB05107,C032020,['investigational'],0,0,0,0
533,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,DB06871,#N/A,['experimental'],0,0,0,0
534,17alpha-Estriol,DB07702,#N/A,['experimental'],0,0,0,0
535,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE",DB07311,#N/A,['experimental'],0,0,0,0
536,"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",DB08338,#N/A,['experimental'],0,0,0,0
537,"1D-myo-inositol 1,4,5-trisphosphate",DB03401,MESH:D015544,['experimental'],0,1,0,0
538,1D09C3,DB05121,#N/A,['investigational'],0,0,0,0
539,1h-Benoximidazole-2-Carboxylic Acid,DB03028,#N/A,['experimental'],0,0,0,0
540,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",DB02569,#N/A,['experimental'],0,0,0,0
541,"2',3'-Dideoxyadenosine triphosphate",DB02189,C037773,['experimental'],0,0,0,0
542,"2',3'-Dideoxythymidine-5'-Monophosphate",DB03150,#N/A,['experimental'],0,0,0,0
543,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate",DB04068,#N/A,['experimental'],0,0,0,0
544,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",DB06843,#N/A,['experimental'],0,0,0,0
545,"2'-Deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-N-[(1R)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine",DB04477,#N/A,['experimental'],0,0,0,0
546,2'-Deoxycytidine,DB02594,MESH:D003841,"['experimental', 'investigational']",0,0,0,0
547,2'-Deoxyguanosine-5'-Diphosphate,DB03491,#N/A,['experimental'],0,0,0,0
548,2'-Deoxyguanosine-5'-Triphosphate,DB02181,MESH:C029603,['experimental'],0,0,0,0
549,2'-Deoxyuridine 3'-Monophosphate,DB03448,#N/A,['experimental'],0,0,0,0
550,2'-Monophosphoadenosine-5'-Diphosphate,DB02363,#N/A,['experimental'],0,0,0,0
551,2'-O-Acetyl Adenosine-5-Diphosphoribose,DB03478,#N/A,['experimental'],0,0,0,0
552,2'-cytidylic acid,DB03765,#N/A,['experimental'],0,0,0,0
553,2'-deoxy-N-(naphthalen-1-ylmethyl)guanosine 5'-(dihydrogen phosphate),DB08237,#N/A,['experimental'],0,0,0,0
554,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",DB02573,#N/A,['experimental'],0,0,0,0
555,2'-fluoro-2'-deoxyuridine 3'-monophosphate,DB03155,#N/A,['experimental'],0,0,0,0
556,2(S)-Amino-6-Boronohexanoic Acid,DB01983,C121228,['experimental'],0,1,0,0
557,"2,2'-{[9-(HYDROXYIMINO)-9H-FLUORENE-2,7-DIYL]BIS(OXY)}DIACETIC ACID",DB07034,#N/A,['experimental'],0,0,0,0
558,"2,2,2-TRIFLUORO-1-{5-[(3-PHENYL-5,6-DIHYDROIMIDAZO[1,2-A]PYRAZIN-7(8H)-YL)CARBONYL]THIOPHEN-2-YL}ETHANE-1,1-DIOL",DB08613,#N/A,['experimental'],0,0,0,0
559,"2,3,-Dihydroxybenzoylserine",DB02710,#N/A,['experimental'],0,0,0,0
560,"2,3,4,5,6-Pentafluorobenzyl Alcohol",DB01711,C087170,['experimental'],0,0,0,0
561,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",DB01827,#N/A,['experimental'],0,0,0,0
562,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",DB07598,#N/A,['experimental'],0,0,0,0
563,"2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM",DB07354,#N/A,['experimental'],0,0,0,0
564,"2,3-DIPHENYL-N-(2-PIPERAZIN-1-YLETHYL)FURO[2,3-B]PYRIDIN-4-AMINE",DB07146,#N/A,['experimental'],0,0,0,0
565,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",DB04055,#N/A,['experimental'],0,0,0,0
566,"2,3-Difluorobenzyl Alcohol",DB04312,#N/A,['experimental'],0,0,0,0
567,"2,3-Dihydroxy-Benzoic Acid",DB01672,C009135,['experimental'],0,1,0,0
568,"2,3-diphenyl-1H-indole-7-carboxylic acid",DB08709,#N/A,['experimental'],0,0,0,0
569,"2,4,6-Triaminoquinazoline",DB02532,#N/A,['experimental'],0,0,0,0
570,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",DB03125,#N/A,['experimental'],0,0,0,0
571,"2,4-Diamino-5-Methyl-6-[(3,4,5-Trimethoxy-N-Methylanilino)Methyl]Pyrido[2,3-D]Pyrimidine",DB02104,#N/A,['experimental'],0,0,0,0
572,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",DB07577,#N/A,['experimental'],0,0,0,0
573,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",DB02911,#N/A,['experimental'],0,0,0,0
574,"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",DB02427,#N/A,['experimental'],0,0,0,0
575,"2,4-Diamino-6-[N-(3',4',5'-Trimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",DB02919,#N/A,['experimental'],0,0,0,0
576,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",DB03987,#N/A,['experimental'],0,0,0,0
577,"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene",DB04448,#N/A,['experimental'],0,0,0,0
578,"2,4-Dihydroxy-7-(Methyloxy)-2h-1,4-Benzoxazin-3(4h)-One",DB02185,#N/A,['experimental'],0,0,0,0
579,"2,4-Dihydroxy-Trans Cinnamic Acid",DB01704,#N/A,['experimental'],0,0,0,0
580,"2,5-Anhydroglucitol-1,6-Biphosphate",DB02778,#N/A,['experimental'],0,0,0,0
581,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE",DB07312,#N/A,['experimental'],0,0,0,0
582,"2,5-DICHLORO-N-[5-METHOXY-7-(6-METHOXYPYRIDIN-3-YL)-1,3-BENZOXAZOL-2-YL]BENZENESULFONAMIDE",DB07321,#N/A,['experimental'],0,0,0,0
583,"2,5-Dimethoxy-4-ethylthioamphetamine",DB13940,#N/A,['experimental'],0,0,0,0
584,"2,5-O,O-BIS-{4',4''-AMIDINOPHENYL}-1,4:3,6-DIANHYDRO-D-SORBITOL",DB04792,#N/A,['experimental'],0,0,0,0
585,"2,5-bis-O-{3-[amino(imino)methyl]phenyl}-1,4:3,6-dianhydro-D-glucitol",DB04790,#N/A,['experimental'],0,0,0,0
586,"2,5-di-tert-butylhydroquinone",DB04638,C019359,['experimental'],0,0,0,0
587,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",DB02506,#N/A,['experimental'],0,0,0,0
588,"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine",DB02222,#N/A,['experimental'],0,0,0,0
589,"2,6-Diamino-Hexanoic Acid Amide",DB03988,#N/A,['experimental'],0,0,0,0
590,"2,6-Difluorobenzenesulfonamide",DB03270,#N/A,['experimental'],0,0,0,0
591,"2,6-dicarboxynaphthalene",DB08262,C109064,['experimental'],0,0,0,0
592,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",DB02681,#N/A,['experimental'],0,0,0,0
